project_id,student_id,language_or_technology,usage_percentage
PRJ00868,STU0153,Python,92
PRJ00868,STU0153,FastAPI,11
PRJ00868,STU0153,Machine Learning,39
PRJ00869,STU0019,HTML/CSS,48
PRJ00869,STU0019,JavaScript,26
PRJ00870,STU0274,JavaScript,53
PRJ00870,STU0274,React,94
PRJ00870,STU0274,Node.js,24
PRJ00870,STU0274,SQL,100
PRJ00871,STU0458,React,86
PRJ00871,STU0458,Node.js,67
PRJ00871,STU0458,MongoDB,97
PRJ00872,STU0471,Java,16
PRJ00872,STU0471,SQL,25
PRJ00873,STU0191,Python,80
PRJ00873,STU0191,FastAPI,18
PRJ00873,STU0191,Machine Learning,57
PRJ00874,STU0372,JavaScript,81
PRJ00874,STU0372,React,83
PRJ00874,STU0372,Node.js,22
PRJ00874,STU0372,SQL,34
PRJ00875,STU0012,Java,60
PRJ00875,STU0012,SQL,79
PRJ00876,STU0407,Python,28
PRJ00876,STU0407,Data Science,84
PRJ00876,STU0407,SQL,60
PRJ00877,STU0277,Java,69
PRJ00877,STU0277,SQL,11
PRJ00878,STU0243,Python,69
PRJ00878,STU0243,Data Science,45
PRJ00878,STU0243,SQL,32
PRJ00879,STU0257,Python,25
PRJ00879,STU0257,FastAPI,52
PRJ00879,STU0257,Machine Learning,41
PRJ00880,STU0146,React,18
PRJ00880,STU0146,Node.js,86
PRJ00880,STU0146,MongoDB,41
PRJ00881,STU0401,Java,91
PRJ00881,STU0401,SQL,60
PRJ00882,STU0307,Python,27
PRJ00882,STU0307,Machine Learning,53
PRJ00882,STU0307,Data Science,31
PRJ00883,STU0010,React,61
PRJ00883,STU0010,Node.js,10
PRJ00883,STU0010,MongoDB,27
PRJ00884,STU0148,React,32
PRJ00884,STU0148,Node.js,24
PRJ00884,STU0148,MongoDB,64
PRJ00885,STU0278,Java,83
PRJ00885,STU0278,SQL,13
PRJ00886,STU0175,Python,80
PRJ00886,STU0175,Machine Learning,100
PRJ00887,STU0438,React,75
PRJ00887,STU0438,Node.js,68
PRJ00887,STU0438,MongoDB,56
PRJ00888,STU0088,Python,45
PRJ00888,STU0088,FastAPI,75
PRJ00888,STU0088,Machine Learning,11
PRJ00889,STU0339,Java,28
PRJ00889,STU0339,SQL,87
PRJ00890,STU0043,Python,39
PRJ00890,STU0043,Data Science,35
PRJ00890,STU0043,SQL,57
PRJ00891,STU0232,Python,79
PRJ00891,STU0232,FastAPI,39
PRJ00891,STU0232,Machine Learning,74
PRJ00892,STU0300,Java,48
PRJ00892,STU0300,SQL,34
PRJ00893,STU0392,Python,97
PRJ00893,STU0392,FastAPI,89
PRJ00893,STU0392,Machine Learning,91
PRJ00894,STU0193,Docker,20
PRJ00894,STU0193,Git,10
PRJ00894,STU0193,Node.js,62
PRJ00895,STU0050,Java,56
PRJ00895,STU0050,SQL,67
PRJ00896,STU0149,Java,40
PRJ00896,STU0149,SQL,51
PRJ00897,STU0181,Python,20
PRJ00897,STU0181,Machine Learning,71
PRJ00897,STU0181,Data Science,49
PRJ00898,STU0164,Python,53
PRJ00898,STU0164,Machine Learning,42
PRJ00898,STU0164,Data Science,58
PRJ00899,STU0275,HTML/CSS,83
PRJ00899,STU0275,JavaScript,37
PRJ00900,STU0388,Python,98
PRJ00900,STU0388,Firebase,100
PRJ00901,STU0205,React,54
PRJ00901,STU0205,Node.js,25
PRJ00901,STU0205,MongoDB,13
PRJ00902,STU0336,Java,30
PRJ00902,STU0336,SQL,20
PRJ00903,STU0215,Java,48
PRJ00903,STU0215,SQL,16
PRJ00904,STU0115,Java,21
PRJ00904,STU0115,SQL,29
PRJ00905,STU0313,Python,79
PRJ00905,STU0313,Data Science,41
PRJ00905,STU0313,SQL,34
PRJ00906,STU0047,Python,21
PRJ00906,STU0047,Machine Learning,83
PRJ00907,STU0443,Python,52
PRJ00907,STU0443,Data Science,57
PRJ00907,STU0443,SQL,75
PRJ00908,STU0448,Python,91
PRJ00908,STU0448,Data Science,84
PRJ00908,STU0448,SQL,100
PRJ00909,STU0068,React,71
PRJ00909,STU0068,Node.js,82
PRJ00909,STU0068,MongoDB,84
PRJ00910,STU0237,Python,11
PRJ00910,STU0237,Firebase,38
PRJ00911,STU0499,Python,53
PRJ00911,STU0499,Firebase,87
PRJ00912,STU0237,React,68
PRJ00912,STU0237,Node.js,22
PRJ00912,STU0237,MongoDB,73
PRJ00913,STU0347,Java,73
PRJ00913,STU0347,SQL,20
PRJ00914,STU0491,React,72
PRJ00914,STU0491,Node.js,99
PRJ00914,STU0491,MongoDB,13
PRJ00915,STU0247,Java,34
PRJ00915,STU0247,SQL,14
PRJ00916,STU0394,Python,54
PRJ00916,STU0394,FastAPI,62
PRJ00916,STU0394,Machine Learning,74
PRJ00917,STU0333,Python,67
PRJ00917,STU0333,Firebase,17
PRJ00918,STU0434,React,83
PRJ00918,STU0434,Node.js,48
PRJ00918,STU0434,MongoDB,19
PRJ00919,STU0337,Python,26
PRJ00919,STU0337,Machine Learning,42
PRJ00920,STU0136,JavaScript,99
PRJ00920,STU0136,React,58
PRJ00920,STU0136,Node.js,10
PRJ00920,STU0136,SQL,52
PRJ00921,STU0252,Python,21
PRJ00921,STU0252,Machine Learning,60
PRJ00921,STU0252,Data Science,42
PRJ00922,STU0353,Python,79
PRJ00922,STU0353,Firebase,39
PRJ00923,STU0141,React,91
PRJ00923,STU0141,Firebase,90
PRJ00924,STU0148,Python,81
PRJ00924,STU0148,FastAPI,85
PRJ00924,STU0148,Machine Learning,51
PRJ00925,STU0366,React,36
PRJ00925,STU0366,Node.js,40
PRJ00925,STU0366,MongoDB,67
PRJ00926,STU0157,Python,59
PRJ00926,STU0157,Firebase,81
PRJ00927,STU0413,React,43
PRJ00927,STU0413,Node.js,24
PRJ00927,STU0413,MongoDB,81
PRJ00928,STU0440,Java,68
PRJ00928,STU0440,SQL,61
PRJ00929,STU0299,React,68
PRJ00929,STU0299,Node.js,69
PRJ00929,STU0299,MongoDB,95
PRJ00930,STU0370,HTML/CSS,65
PRJ00930,STU0370,JavaScript,17
PRJ00931,STU0498,Python,11
PRJ00931,STU0498,Machine Learning,59
PRJ00932,STU0192,Java,45
PRJ00932,STU0192,SQL,38
PRJ00933,STU0090,Python,49
PRJ00933,STU0090,Firebase,51
PRJ00934,STU0116,React,93
PRJ00934,STU0116,Node.js,85
PRJ00934,STU0116,MongoDB,68
PRJ00935,STU0312,Python,96
PRJ00935,STU0312,Machine Learning,91
PRJ00935,STU0312,Data Science,95
PRJ00936,STU0236,React,39
PRJ00936,STU0236,Firebase,20
PRJ00937,STU0104,Python,91
PRJ00937,STU0104,Machine Learning,70
PRJ00938,STU0260,JavaScript,40
PRJ00938,STU0260,React,15
PRJ00938,STU0260,Node.js,39
PRJ00938,STU0260,SQL,38
PRJ00939,STU0276,Java,32
PRJ00939,STU0276,SQL,43
PRJ00940,STU0268,Python,84
PRJ00940,STU0268,Data Science,63
PRJ00940,STU0268,SQL,67
PRJ00941,STU0480,Python,52
PRJ00941,STU0480,FastAPI,73
PRJ00941,STU0480,Machine Learning,43
PRJ00942,STU0021,React,53
PRJ00942,STU0021,Firebase,24
PRJ00943,STU0381,Python,10
PRJ00943,STU0381,Data Science,48
PRJ00943,STU0381,SQL,79
PRJ00944,STU0032,Python,45
PRJ00944,STU0032,Data Science,78
PRJ00944,STU0032,SQL,15
PRJ00945,STU0245,Python,85
PRJ00945,STU0245,Firebase,48
PRJ00946,STU0405,Python,99
PRJ00946,STU0405,FastAPI,66
PRJ00946,STU0405,Machine Learning,37
PRJ00947,STU0227,JavaScript,24
PRJ00947,STU0227,React,79
PRJ00947,STU0227,Node.js,21
PRJ00947,STU0227,SQL,54
PRJ00948,STU0302,Python,59
PRJ00948,STU0302,Data Science,12
PRJ00948,STU0302,SQL,53
PRJ00949,STU0298,Java,47
PRJ00949,STU0298,SQL,30
PRJ00950,STU0413,Python,71
PRJ00950,STU0413,FastAPI,16
PRJ00950,STU0413,Machine Learning,68
PRJ00951,STU0308,React,86
PRJ00951,STU0308,Node.js,84
PRJ00951,STU0308,MongoDB,56
PRJ00952,STU0248,HTML/CSS,84
PRJ00952,STU0248,JavaScript,48
PRJ00953,STU0128,Python,71
PRJ00953,STU0128,Machine Learning,62
PRJ00954,STU0321,Python,25
PRJ00954,STU0321,Firebase,23
PRJ00955,STU0164,Docker,23
PRJ00955,STU0164,Git,16
PRJ00955,STU0164,Node.js,71
PRJ00956,STU0034,Python,83
PRJ00956,STU0034,Machine Learning,70
PRJ00956,STU0034,Data Science,60
PRJ00957,STU0176,Python,49
PRJ00957,STU0176,FastAPI,67
PRJ00957,STU0176,Machine Learning,56
PRJ00958,STU0110,React,47
PRJ00958,STU0110,Node.js,96
PRJ00958,STU0110,MongoDB,54
PRJ00959,STU0053,Python,63
PRJ00959,STU0053,FastAPI,53
PRJ00959,STU0053,Machine Learning,69
PRJ00960,STU0080,Python,29
PRJ00960,STU0080,Machine Learning,75
PRJ00961,STU0437,Java,82
PRJ00961,STU0437,SQL,68
PRJ00962,STU0335,React,29
PRJ00962,STU0335,Firebase,31
PRJ00963,STU0242,Docker,59
PRJ00963,STU0242,Git,97
PRJ00963,STU0242,Node.js,83
PRJ00964,STU0171,React,36
PRJ00964,STU0171,Node.js,47
PRJ00964,STU0171,MongoDB,74
PRJ00965,STU0218,React,53
PRJ00965,STU0218,Firebase,44
PRJ00966,STU0029,Java,97
PRJ00966,STU0029,SQL,13
PRJ00967,STU0010,Java,36
PRJ00967,STU0010,SQL,84
PRJ00968,STU0427,Python,11
PRJ00968,STU0427,Machine Learning,87
PRJ00969,STU0167,HTML/CSS,74
PRJ00969,STU0167,JavaScript,43
PRJ00970,STU0226,Java,97
PRJ00970,STU0226,SQL,58
PRJ00971,STU0083,Python,77
PRJ00971,STU0083,Machine Learning,54
PRJ00972,STU0200,React,63
PRJ00972,STU0200,Node.js,11
PRJ00972,STU0200,MongoDB,65
PRJ00973,STU0301,Java,58
PRJ00973,STU0301,SQL,85
PRJ00974,STU0176,React,86
PRJ00974,STU0176,Node.js,33
PRJ00974,STU0176,MongoDB,93
PRJ00975,STU0242,Java,62
PRJ00975,STU0242,SQL,18
PRJ00976,STU0448,Java,37
PRJ00976,STU0448,SQL,76
PRJ00977,STU0225,Python,26
PRJ00977,STU0225,Data Science,62
PRJ00977,STU0225,SQL,80
PRJ00978,STU0272,Java,70
PRJ00978,STU0272,SQL,14
PRJ00979,STU0446,Python,89
PRJ00979,STU0446,Machine Learning,66
PRJ00979,STU0446,Data Science,66
PRJ00980,STU0453,Python,68
PRJ00980,STU0453,Data Science,66
PRJ00980,STU0453,SQL,86
PRJ00981,STU0236,Python,57
PRJ00981,STU0236,Machine Learning,69
PRJ00982,STU0310,React,15
PRJ00982,STU0310,Node.js,93
PRJ00982,STU0310,MongoDB,36
PRJ00983,STU0211,Java,82
PRJ00983,STU0211,SQL,82
PRJ00984,STU0031,Docker,62
PRJ00984,STU0031,Git,28
PRJ00984,STU0031,Node.js,58
PRJ00985,STU0017,HTML/CSS,38
PRJ00985,STU0017,JavaScript,73
PRJ00986,STU0295,Python,69
PRJ00986,STU0295,Machine Learning,85
PRJ00987,STU0499,HTML/CSS,33
PRJ00987,STU0499,JavaScript,66
PRJ00988,STU0434,Java,18
PRJ00988,STU0434,SQL,95
PRJ00989,STU0098,Python,20
PRJ00989,STU0098,Machine Learning,17
PRJ00989,STU0098,Data Science,66
PRJ00990,STU0232,Docker,40
PRJ00990,STU0232,Git,55
PRJ00990,STU0232,Node.js,25
PRJ00991,STU0332,React,26
PRJ00991,STU0332,Firebase,80
PRJ00992,STU0379,Java,86
PRJ00992,STU0379,SQL,63
PRJ00993,STU0151,Python,32
PRJ00993,STU0151,FastAPI,33
PRJ00993,STU0151,Machine Learning,94
PRJ00994,STU0166,Java,14
PRJ00994,STU0166,SQL,62
PRJ00995,STU0346,Python,79
PRJ00995,STU0346,Machine Learning,93
PRJ00995,STU0346,Data Science,31
PRJ00996,STU0341,Python,46
PRJ00996,STU0341,Data Science,35
PRJ00996,STU0341,SQL,30
PRJ00997,STU0106,React,39
PRJ00997,STU0106,Node.js,34
PRJ00997,STU0106,MongoDB,97
PRJ00998,STU0309,Java,40
PRJ00998,STU0309,SQL,16
PRJ00999,STU0489,JavaScript,28
PRJ00999,STU0489,React,37
PRJ00999,STU0489,Node.js,88
PRJ00999,STU0489,SQL,85
PRJ01000,STU0107,Python,39
PRJ01000,STU0107,Data Science,42
PRJ01000,STU0107,SQL,45
