assessment_id,student_id,skill,knowledge_score,problem_solving_score,coding_score,final_score,proficiency,assessment_type
ASM01206,STU0028,Firebase,45,41,51,46.2,Not Verified,practice
ASM01207,STU0224,Python,70,91,74,77.9,Intermediate,proctored
ASM01208,STU0350,MongoDB,78,60,47,60.2,Beginner,practice
ASM01209,STU0154,FastAPI,56,77,96,78.3,Intermediate,practice
ASM01210,STU0244,Git,80,70,52,65.8,Beginner,proctored
ASM01211,STU0121,MongoDB,93,41,67,67.0,Beginner,proctored
ASM01212,STU0135,Node.js,53,96,60,68.7,Beginner,practice
ASM01213,STU0442,Docker,63,57,85,70.0,Intermediate,practice
ASM01214,STU0271,Git,53,94,61,68.5,Beginner,proctored
ASM01215,STU0485,HTML/CSS,98,62,82,80.8,Intermediate,proctored
ASM01216,STU0210,Python,51,88,69,69.3,Beginner,proctored
ASM01217,STU0372,Machine Learning,95,73,70,78.4,Intermediate,practice
ASM01218,STU0222,HTML/CSS,70,43,70,61.9,Beginner,proctored
ASM01219,STU0326,MongoDB,98,84,74,84.2,Intermediate,proctored
ASM01220,STU0483,JavaScript,78,51,55,60.7,Beginner,practice
ASM01221,STU0473,Java,95,53,76,74.8,Intermediate,proctored
ASM01222,STU0066,React,71,69,56,64.4,Beginner,practice
ASM01223,STU0307,Docker,77,73,59,68.6,Beginner,proctored
ASM01224,STU0359,C++,53,98,98,84.5,Intermediate,proctored
ASM01225,STU0256,Machine Learning,99,72,68,78.5,Intermediate,proctored
ASM01226,STU0172,Firebase,84,72,89,82.4,Intermediate,proctored
ASM01227,STU0251,Git,44,88,42,56.4,Beginner,practice
ASM01228,STU0433,Docker,63,47,96,71.4,Intermediate,proctored
ASM01229,STU0420,Machine Learning,57,42,71,58.1,Beginner,proctored
ASM01230,STU0495,Data Science,73,53,88,73.0,Intermediate,practice
ASM01231,STU0226,FastAPI,86,57,72,71.7,Intermediate,proctored
ASM01232,STU0413,Python,54,56,73,62.2,Beginner,practice
ASM01233,STU0237,React,67,99,95,87.8,Advanced,practice
ASM01234,STU0338,Node.js,84,83,40,66.1,Beginner,practice
ASM01235,STU0450,Node.js,79,48,70,66.1,Beginner,proctored
ASM01236,STU0264,Python,79,40,52,56.5,Beginner,proctored
ASM01237,STU0444,Data Science,75,95,92,87.8,Advanced,proctored
ASM01238,STU0406,Docker,90,64,91,82.6,Intermediate,practice
ASM01239,STU0126,C++,100,45,67,70.3,Intermediate,practice
ASM01240,STU0382,FastAPI,60,87,79,75.7,Intermediate,practice
ASM01241,STU0486,Node.js,57,96,42,62.7,Beginner,practice
ASM01242,STU0381,Git,53,41,52,49.0,Not Verified,proctored
ASM01243,STU0498,Docker,42,69,80,65.3,Beginner,practice
ASM01244,STU0224,Python,94,85,92,90.5,Advanced,practice
ASM01245,STU0080,Machine Learning,79,79,89,83.0,Intermediate,proctored
ASM01246,STU0064,C++,63,50,53,55.1,Beginner,proctored
ASM01247,STU0461,JavaScript,78,100,78,84.6,Intermediate,practice
ASM01248,STU0196,React,54,41,78,59.7,Beginner,proctored
ASM01249,STU0467,React,62,94,65,72.8,Intermediate,practice
ASM01250,STU0136,Python,55,41,68,56.0,Beginner,proctored
ASM01251,STU0412,SQL,57,91,90,80.4,Intermediate,proctored
ASM01252,STU0412,JavaScript,83,69,53,66.8,Beginner,proctored
ASM01253,STU0014,Java,49,95,80,75.2,Intermediate,practice
ASM01254,STU0111,Java,75,98,60,75.9,Intermediate,proctored
ASM01255,STU0012,Node.js,48,52,45,48.0,Not Verified,proctored
ASM01256,STU0359,Python,88,84,94,89.2,Advanced,practice
ASM01257,STU0478,FastAPI,48,91,98,80.9,Intermediate,proctored
ASM01258,STU0155,FastAPI,95,47,90,78.6,Intermediate,proctored
ASM01259,STU0291,React,98,43,98,81.5,Intermediate,practice
ASM01260,STU0153,FastAPI,58,85,68,70.1,Intermediate,proctored
ASM01261,STU0469,FastAPI,62,68,88,74.2,Intermediate,practice
ASM01262,STU0308,Data Science,96,53,77,75.5,Intermediate,proctored
ASM01263,STU0139,MongoDB,85,61,80,75.8,Intermediate,practice
ASM01264,STU0122,FastAPI,93,46,63,66.9,Beginner,proctored
ASM01265,STU0275,JavaScript,71,49,95,74.0,Intermediate,proctored
ASM01266,STU0392,FastAPI,95,48,67,69.7,Beginner,practice
ASM01267,STU0437,JavaScript,77,62,95,79.7,Intermediate,proctored
ASM01268,STU0259,SQL,51,95,63,69.0,Beginner,practice
ASM01269,STU0332,Data Science,83,66,89,80.3,Intermediate,proctored
ASM01270,STU0173,Firebase,61,77,42,58.2,Beginner,proctored
ASM01271,STU0028,Firebase,72,47,76,66.1,Beginner,practice
ASM01272,STU0373,C++,94,93,79,87.7,Advanced,practice
ASM01273,STU0433,Node.js,56,87,72,71.7,Intermediate,practice
ASM01274,STU0199,Java,83,91,61,76.6,Intermediate,proctored
ASM01275,STU0423,C++,88,58,72,72.6,Intermediate,practice
ASM01276,STU0300,C++,47,96,85,76.9,Intermediate,practice
ASM01277,STU0378,Python,72,76,48,63.6,Beginner,practice
ASM01278,STU0148,Machine Learning,85,58,42,59.7,Beginner,proctored
ASM01279,STU0470,SQL,41,68,99,72.3,Intermediate,practice
ASM01280,STU0305,Firebase,63,62,90,73.5,Intermediate,practice
ASM01281,STU0308,C++,91,89,99,93.6,Advanced,proctored
ASM01282,STU0189,MongoDB,61,72,72,68.7,Beginner,proctored
ASM01283,STU0440,Python,72,88,85,82.0,Intermediate,proctored
ASM01284,STU0340,JavaScript,68,68,89,76.4,Intermediate,practice
ASM01285,STU0154,Data Science,89,93,68,81.8,Intermediate,practice
ASM01286,STU0479,Data Science,57,63,76,66.4,Beginner,proctored
ASM01287,STU0190,Node.js,96,85,47,73.1,Intermediate,proctored
ASM01288,STU0112,FastAPI,68,49,94,72.7,Intermediate,practice
ASM01289,STU0378,Git,91,91,55,76.6,Intermediate,practice
ASM01290,STU0306,Data Science,79,42,41,52.7,Beginner,practice
ASM01291,STU0032,C++,58,95,61,70.3,Intermediate,practice
ASM01292,STU0308,Node.js,75,93,59,74.0,Intermediate,practice
ASM01293,STU0237,Firebase,56,99,86,80.9,Intermediate,proctored
ASM01294,STU0224,Machine Learning,48,52,83,63.2,Beginner,practice
ASM01295,STU0404,Machine Learning,82,94,71,81.2,Intermediate,proctored
ASM01296,STU0079,SQL,63,77,54,63.6,Beginner,practice
ASM01297,STU0462,Python,99,50,89,80.3,Intermediate,practice
ASM01298,STU0221,Data Science,56,79,86,74.9,Intermediate,proctored
ASM01299,STU0193,Node.js,47,90,49,60.7,Beginner,proctored
ASM01300,STU0252,JavaScript,83,70,65,71.9,Intermediate,practice
ASM01301,STU0102,HTML/CSS,44,100,58,66.4,Beginner,practice
ASM01302,STU0486,Java,84,80,52,70.0,Intermediate,practice
ASM01303,STU0053,Data Science,98,99,80,91.1,Advanced,proctored
ASM01304,STU0029,SQL,58,63,61,60.7,Beginner,proctored
ASM01305,STU0405,Node.js,62,62,79,68.8,Beginner,practice
ASM01306,STU0455,MongoDB,63,99,67,75.4,Intermediate,proctored
ASM01307,STU0491,Java,67,75,82,75.4,Intermediate,proctored
ASM01308,STU0105,SQL,90,99,82,89.5,Advanced,practice
ASM01309,STU0359,MongoDB,88,66,66,72.6,Intermediate,proctored
ASM01310,STU0287,MongoDB,90,79,62,75.5,Intermediate,proctored
ASM01311,STU0155,HTML/CSS,87,77,45,67.2,Beginner,proctored
ASM01312,STU0258,Machine Learning,88,85,43,69.1,Beginner,practice
ASM01313,STU0103,Java,70,45,63,59.7,Beginner,practice
ASM01314,STU0349,Data Science,75,60,89,76.1,Intermediate,proctored
ASM01315,STU0048,Docker,85,77,69,76.2,Intermediate,proctored
ASM01316,STU0115,Machine Learning,75,64,96,80.1,Intermediate,proctored
ASM01317,STU0399,Git,83,55,95,79.4,Intermediate,proctored
ASM01318,STU0343,Docker,66,42,73,61.6,Beginner,practice
ASM01319,STU0331,Docker,41,45,42,42.6,Not Verified,practice
ASM01320,STU0191,HTML/CSS,88,75,52,69.7,Beginner,proctored
ASM01321,STU0048,Java,63,93,53,68.0,Beginner,proctored
ASM01322,STU0023,JavaScript,65,58,43,54.1,Beginner,proctored
ASM01323,STU0313,C++,52,83,83,73.7,Intermediate,proctored
ASM01324,STU0363,React,100,76,67,79.6,Intermediate,proctored
ASM01325,STU0256,Git,42,51,98,67.1,Beginner,proctored
ASM01326,STU0341,Docker,96,55,74,74.9,Intermediate,practice
ASM01327,STU0266,JavaScript,100,81,100,94.3,Advanced,proctored
ASM01328,STU0287,FastAPI,79,53,73,68.8,Beginner,practice
ASM01329,STU0146,Data Science,73,46,88,70.9,Intermediate,practice
ASM01330,STU0396,Data Science,67,65,55,61.6,Beginner,practice
ASM01331,STU0451,MongoDB,91,48,87,76.5,Intermediate,proctored
ASM01332,STU0279,React,59,72,84,72.9,Intermediate,proctored
ASM01333,STU0096,Node.js,51,87,89,77.0,Intermediate,practice
ASM01334,STU0223,Node.js,70,57,49,57.7,Beginner,practice
ASM01335,STU0158,Node.js,94,41,56,62.9,Beginner,practice
ASM01336,STU0332,FastAPI,52,89,83,75.5,Intermediate,proctored
ASM01337,STU0390,Data Science,78,92,67,77.8,Intermediate,practice
ASM01338,STU0123,Data Science,78,90,81,82.8,Intermediate,practice
ASM01339,STU0266,Java,83,84,75,80.1,Intermediate,practice
ASM01340,STU0228,MongoDB,94,59,57,68.7,Beginner,proctored
ASM01341,STU0160,Machine Learning,73,68,82,75.1,Intermediate,proctored
ASM01342,STU0157,Firebase,100,56,64,72.4,Intermediate,proctored
ASM01343,STU0407,Git,79,85,61,73.6,Intermediate,proctored
ASM01344,STU0048,HTML/CSS,60,61,91,72.7,Intermediate,practice
ASM01345,STU0207,Node.js,81,49,52,59.8,Beginner,practice
ASM01346,STU0006,JavaScript,80,64,90,79.2,Intermediate,proctored
ASM01347,STU0434,FastAPI,100,76,91,89.2,Advanced,practice
ASM01348,STU0138,HTML/CSS,77,64,64,67.9,Beginner,practice
ASM01349,STU0342,HTML/CSS,73,44,97,73.9,Intermediate,proctored
ASM01350,STU0339,FastAPI,51,93,48,62.4,Beginner,proctored
ASM01351,STU0125,Docker,89,81,80,83.0,Intermediate,proctored
ASM01352,STU0137,Machine Learning,75,71,48,63.0,Beginner,proctored
ASM01353,STU0463,Python,54,69,53,58.1,Beginner,proctored
ASM01354,STU0249,C++,75,89,57,72.0,Intermediate,proctored
ASM01355,STU0199,Docker,85,44,53,59.9,Beginner,practice
ASM01356,STU0252,Firebase,59,85,96,81.6,Intermediate,practice
ASM01357,STU0254,FastAPI,55,43,99,69.0,Beginner,practice
ASM01358,STU0404,SQL,60,77,64,66.7,Beginner,practice
ASM01359,STU0346,HTML/CSS,68,82,65,71.0,Intermediate,practice
ASM01360,STU0423,HTML/CSS,69,72,64,67.9,Beginner,proctored
ASM01361,STU0028,Firebase,62,61,44,54.5,Beginner,proctored
ASM01362,STU0470,Machine Learning,80,87,70,78.1,Intermediate,practice
ASM01363,STU0134,Docker,56,100,78,78.0,Intermediate,practice
ASM01364,STU0110,Machine Learning,98,54,50,65.6,Beginner,practice
ASM01365,STU0019,SQL,66,46,56,56.0,Beginner,practice
ASM01366,STU0182,React,96,56,91,82.0,Intermediate,practice
ASM01367,STU0091,Python,43,58,49,49.9,Not Verified,proctored
ASM01368,STU0351,FastAPI,67,68,56,62.9,Beginner,practice
ASM01369,STU0367,Java,95,63,48,66.6,Beginner,proctored
ASM01370,STU0128,SQL,45,80,76,67.9,Beginner,proctored
ASM01371,STU0293,FastAPI,62,82,100,83.2,Intermediate,proctored
ASM01372,STU0412,SQL,66,63,80,70.7,Intermediate,proctored
ASM01373,STU0121,React,60,96,94,84.4,Intermediate,practice
ASM01374,STU0026,FastAPI,45,80,56,59.9,Beginner,proctored
ASM01375,STU0468,JavaScript,93,51,85,77.2,Intermediate,practice
ASM01376,STU0461,Machine Learning,66,85,53,66.5,Beginner,proctored
ASM01377,STU0438,Data Science,82,77,84,81.3,Intermediate,proctored
ASM01378,STU0400,Node.js,48,53,53,51.5,Beginner,proctored
ASM01379,STU0001,Machine Learning,42,98,87,76.8,Intermediate,proctored
ASM01380,STU0378,MongoDB,71,42,42,50.7,Beginner,practice
ASM01381,STU0078,JavaScript,78,45,73,66.1,Beginner,practice
ASM01382,STU0179,Data Science,97,93,81,89.4,Advanced,practice
ASM01383,STU0298,MongoDB,89,66,63,71.7,Intermediate,proctored
ASM01384,STU0171,MongoDB,48,70,41,51.8,Beginner,proctored
ASM01385,STU0180,Git,79,67,46,62.2,Beginner,proctored
ASM01386,STU0411,Node.js,53,60,97,72.7,Intermediate,proctored
ASM01387,STU0023,Node.js,100,95,40,74.5,Intermediate,practice
ASM01388,STU0246,C++,97,87,86,89.6,Advanced,practice
ASM01389,STU0064,React,42,67,44,50.3,Beginner,proctored
ASM01390,STU0305,HTML/CSS,49,97,96,82.2,Intermediate,proctored
ASM01391,STU0056,Machine Learning,75,77,69,73.2,Intermediate,practice
ASM01392,STU0174,HTML/CSS,99,52,92,82.1,Intermediate,practice
ASM01393,STU0057,Node.js,68,55,93,74.1,Intermediate,proctored
ASM01394,STU0023,Node.js,55,45,79,61.6,Beginner,proctored
ASM01395,STU0228,Node.js,55,91,45,61.8,Beginner,proctored
ASM01396,STU0212,Machine Learning,66,62,65,64.4,Beginner,proctored
ASM01397,STU0090,React,52,65,45,53.1,Beginner,practice
ASM01398,STU0496,SQL,61,72,41,56.3,Beginner,practice
ASM01399,STU0391,JavaScript,56,69,60,61.5,Beginner,practice
ASM01400,STU0174,JavaScript,66,69,100,80.5,Intermediate,proctored
ASM01401,STU0458,Python,83,55,65,67.4,Beginner,practice
ASM01402,STU0383,Python,49,69,86,69.8,Beginner,practice
ASM01403,STU0058,Python,40,96,62,65.6,Beginner,practice
ASM01404,STU0282,Data Science,42,67,77,63.5,Beginner,proctored
ASM01405,STU0164,Data Science,44,89,44,57.5,Beginner,proctored
ASM01406,STU0043,C++,73,45,94,73.0,Intermediate,practice
ASM01407,STU0233,MongoDB,84,78,52,69.4,Beginner,proctored
ASM01408,STU0498,React,63,91,90,82.2,Intermediate,proctored
ASM01409,STU0295,HTML/CSS,54,88,84,76.2,Intermediate,proctored
ASM01410,STU0009,Docker,95,63,57,70.2,Intermediate,practice
ASM01411,STU0376,Git,84,60,45,61.2,Beginner,practice
ASM01412,STU0170,Data Science,92,43,97,79.3,Intermediate,practice
ASM01413,STU0298,Node.js,52,49,95,68.3,Beginner,proctored
ASM01414,STU0362,FastAPI,54,42,49,48.4,Not Verified,practice
ASM01415,STU0091,Machine Learning,83,56,66,68.1,Beginner,practice
ASM01416,STU0322,Firebase,83,61,87,78.0,Intermediate,proctored
ASM01417,STU0294,Python,49,86,42,57.3,Beginner,practice
ASM01418,STU0036,MongoDB,89,81,97,89.8,Advanced,proctored
ASM01419,STU0166,C++,59,74,72,68.7,Beginner,proctored
ASM01420,STU0399,SQL,46,43,78,57.9,Beginner,proctored
ASM01421,STU0098,Node.js,65,89,63,71.4,Intermediate,proctored
ASM01422,STU0115,Machine Learning,52,88,55,64.0,Beginner,proctored
ASM01423,STU0162,Data Science,85,89,63,77.4,Intermediate,practice
ASM01424,STU0100,Data Science,84,95,43,70.9,Intermediate,proctored
ASM01425,STU0296,MongoDB,74,97,58,74.5,Intermediate,proctored
ASM01426,STU0208,HTML/CSS,56,54,68,60.2,Beginner,practice
ASM01427,STU0017,Docker,81,49,46,57.4,Beginner,practice
ASM01428,STU0006,MongoDB,87,57,68,70.4,Intermediate,proctored
ASM01429,STU0057,MongoDB,51,61,85,67.6,Beginner,proctored
ASM01430,STU0283,Firebase,83,93,91,89.2,Advanced,proctored
ASM01431,STU0442,React,98,98,80,90.8,Advanced,practice
ASM01432,STU0048,Data Science,81,93,94,89.8,Advanced,practice
ASM01433,STU0195,FastAPI,46,69,64,60.1,Beginner,practice
ASM01434,STU0192,Python,62,78,46,60.4,Beginner,practice
ASM01435,STU0488,C++,55,84,89,77.3,Intermediate,proctored
ASM01436,STU0016,HTML/CSS,84,44,43,55.6,Beginner,practice
ASM01437,STU0370,SQL,97,92,77,87.5,Advanced,proctored
ASM01438,STU0397,Machine Learning,78,89,75,80.1,Intermediate,proctored
ASM01439,STU0127,C++,81,44,71,65.9,Beginner,proctored
ASM01440,STU0456,Machine Learning,58,81,71,70.1,Intermediate,proctored
ASM01441,STU0266,Git,85,92,56,75.5,Intermediate,practice
ASM01442,STU0023,Machine Learning,62,85,85,78.1,Intermediate,practice
ASM01443,STU0476,MongoDB,62,92,49,65.8,Beginner,practice
ASM01444,STU0293,React,99,93,63,82.8,Intermediate,practice
ASM01445,STU0011,Docker,71,94,100,89.5,Advanced,practice
ASM01446,STU0443,SQL,40,76,56,57.2,Beginner,practice
ASM01447,STU0093,MongoDB,40,70,74,62.6,Beginner,practice
ASM01448,STU0218,JavaScript,81,100,86,88.7,Advanced,proctored
ASM01449,STU0231,Java,77,82,92,84.5,Intermediate,proctored
ASM01450,STU0211,Python,88,48,99,80.4,Intermediate,practice
ASM01451,STU0404,C++,92,44,47,59.6,Beginner,practice
ASM01452,STU0263,MongoDB,95,41,87,75.6,Intermediate,proctored
ASM01453,STU0014,Git,96,100,90,94.8,Advanced,proctored
ASM01454,STU0224,MongoDB,40,77,81,67.5,Beginner,proctored
ASM01455,STU0302,Node.js,94,76,40,67.0,Beginner,proctored
ASM01456,STU0335,Data Science,43,43,95,63.8,Beginner,proctored
ASM01457,STU0070,Data Science,84,65,82,77.5,Intermediate,proctored
ASM01458,STU0271,Python,62,99,94,85.9,Advanced,practice
ASM01459,STU0239,MongoDB,71,94,71,77.9,Intermediate,proctored
ASM01460,STU0044,Node.js,82,77,69,75.3,Intermediate,proctored
ASM01461,STU0358,Machine Learning,72,48,96,74.4,Intermediate,proctored
ASM01462,STU0054,Git,61,67,81,70.8,Intermediate,practice
ASM01463,STU0157,Machine Learning,41,71,68,60.8,Beginner,proctored
ASM01464,STU0326,SQL,78,63,64,67.9,Beginner,proctored
ASM01465,STU0304,MongoDB,50,49,42,46.5,Not Verified,practice
ASM01466,STU0444,MongoDB,97,94,47,76.1,Intermediate,proctored
ASM01467,STU0189,Machine Learning,55,94,99,84.3,Intermediate,practice
ASM01468,STU0409,Node.js,86,73,90,83.7,Intermediate,proctored
ASM01469,STU0181,Python,43,71,62,59.0,Beginner,proctored
ASM01470,STU0218,Data Science,87,57,96,81.6,Intermediate,practice
ASM01471,STU0328,Data Science,52,63,74,64.1,Beginner,proctored
ASM01472,STU0283,JavaScript,86,47,71,68.3,Beginner,practice
ASM01473,STU0135,FastAPI,68,100,58,73.6,Intermediate,practice
ASM01474,STU0231,Git,55,63,95,73.4,Intermediate,practice
ASM01475,STU0336,FastAPI,59,53,74,63.2,Beginner,proctored
ASM01476,STU0191,Machine Learning,78,77,77,77.3,Intermediate,practice
ASM01477,STU0385,Java,51,62,49,53.5,Beginner,proctored
ASM01478,STU0432,Java,79,52,43,56.5,Beginner,practice
ASM01479,STU0457,Node.js,67,80,76,74.5,Intermediate,proctored
ASM01480,STU0077,Machine Learning,91,71,47,67.4,Beginner,proctored
ASM01481,STU0292,Machine Learning,77,76,52,66.7,Beginner,proctored
ASM01482,STU0190,React,83,42,53,58.7,Beginner,proctored
ASM01483,STU0126,HTML/CSS,75,70,75,73.5,Intermediate,proctored
ASM01484,STU0021,SQL,81,65,73,73.0,Intermediate,proctored
ASM01485,STU0264,HTML/CSS,87,86,90,87.9,Advanced,practice
ASM01486,STU0192,React,55,61,93,72.0,Intermediate,practice
ASM01487,STU0092,Machine Learning,84,50,43,57.4,Beginner,proctored
ASM01488,STU0307,Docker,57,89,75,73.8,Intermediate,practice
ASM01489,STU0130,Data Science,72,47,47,54.5,Beginner,proctored
ASM01490,STU0286,JavaScript,65,77,94,80.2,Intermediate,proctored
ASM01491,STU0149,C++,63,47,68,60.2,Beginner,proctored
ASM01492,STU0293,JavaScript,91,48,48,60.9,Beginner,proctored
ASM01493,STU0043,Data Science,81,69,72,73.8,Intermediate,practice
ASM01494,STU0172,Firebase,99,40,90,77.7,Intermediate,proctored
ASM01495,STU0291,Docker,57,83,86,76.4,Intermediate,practice
ASM01496,STU0192,MongoDB,88,81,81,83.1,Intermediate,proctored
ASM01497,STU0162,SQL,70,84,82,79.0,Intermediate,practice
ASM01498,STU0372,Data Science,89,94,76,85.3,Advanced,proctored
ASM01499,STU0235,Node.js,53,44,98,68.3,Beginner,proctored
ASM01500,STU0343,Node.js,53,59,81,66.0,Beginner,practice
